Dossier;Guideline;PDF link;;Report: Toxicokinetics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;417;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;radioactivity in plasma was eliminated with a half-life of 28.3 h.;;;;;;;7;;;98.2%(radiochemical purity) and 98.3%(non-labelled toluene-2,5-diamine sulfate);;CFQ13783, batch 1 [ring-U-14C]- toluene-2,5-diamine sulfate, 2346 (non-labelled toluene-2,5-diamine sulfate);;[ring-U-14C]- toluene-2,5-diamine sulfate;;rat/sprague-dawley Crl:CD (outbred);;;f;;6 animals;;2.5 mg/kg bw;single application;yes;;;;;blood;"5, 15, and 30 min and 1,
2, 4, 6, 24, and 48 h ";water;;;yes;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;liquid scintillation counting;mean recovery of the applied test material (mass balance) was 82.4% of the applied dose. the mean systemically available dose of HEPB sum of amounts measured in living epidermis/dermis and receptor fluid after application of a typical skin care formulation containing this preservative ingredient at 2% was estimated to be 36.8±17% of the applied dose (16.0±7.4 μg equiv/cm²). the applicant concluded that the mean recovery rate of 82.4% of the applied dose obtained in this study was a bit low. however, similar to greater losses of radioactivity were obtained in a dedicated study evaluating the recovery rate of [14C]-HEBP 24 hours after simple spiking (craig, 2014b). therefore it was concluded that the low recovery rate obtained in the in vitro percutaneous absorption study would not put the scientific validity of this study into question. ;36.8;;;;;;2;"radiodiluted [14C]-r0069279a in a cosmetic formulation; 104.2 % of target, a typical lipophilic skin care formulation ";"96.0 ± 1.3 % (non-labelled material); 98.0  (labelled material; radiochemical purity)";;"r0069279a 019 d 004 (non-labelled material); cfq41364 (labelled material)";"test substance: r0069279a (non-labelled); [14C]-r0069279a (labelled)";;;human split-thickness abdomen skin from 4 donors aged 30 – 63 years and one split-thickness breast skin sample from a female donor aged 58 years ;after 24 hours of exposure, the skin surface was rinsed-off;;5/12;static diffusion cells;calcium- and magnesium-free phosphate buffered saline (PBS) containing bovine serum albumin (5%, w/v);;membrane integrity: sample exhibiting a resistance < 4 kΩ excluded, mass balance provided,  24 hours after application, the stratum corneum was removed by 20 tape strippings and the penetration, mass balance and distribution of [14C]-HEPB were determined by measuring its concentration in relevant compartments (e.g. skin wash, epidermis, dermis, and receptor fluid);;;;3.14 ;2.11 ;24 hours after application;24h;2012;the dedicated study evaluating the recovery rate did not provide any explanation for the low recovery. as HEPB possesses a low vapour pressure, evaporation appears unlikely. nevertheless, in order to avoid loss, occlusive conditions could be used in dermal absorption studies. according to SCCS 1358/10, recovery should be at least 85%. a recovery of at least 85% was only obtained for 4 cells evaluated. eliminating all other cells leads to only 4 evaluable cells from 2 different donors, which is not in line with SCCS 1358/10. the chosen cut-off value of 4 kΩ for barrier function assessment is not of common practice (threshold of 10 kΩ is normally used) and may lead to an overestimation of the results. SCCS notes that dermal penetration was only investigated using a cosmetic formulation consisting of 93% of an oily phase and 7 % of water phase. appropriate studies should be performed for the intended uses in representative cosmetic formulations. based on significant deviations from requirements, the SCCS considers the study unacceptable. instead, in the absence of adequate experimental data, a default value of 50% dermal absorption is taken for MoS calculation according to SCCS 1564/15. ;7, 8;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;427;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"in vitro, test substance: r0069279a, glp: yes, study period: 2014. in each experiment and if applicable, the respective reference compounds (propranolol: highly permeable; labetalol: moderately permeable; ranitidine: poorly permeable; colchicine: p-glycoprotein substrate) were tested concurrently with HEPB, and the data were compared with historical values determined at the testing facility. only limited information was provided on the experimental setting. the apical-basolateral (A-B) permeability of HEPB in human intestinal epithelial caco-2 cells (pH 6.5/7.4) was determined and compared to that of the reference compounds. test concentration of 10 µM HEPB (batch: 019 p 001) was used. result: test item has a mean apparent permeability coefficient of 62.2 x 10^-6 cm/s. based on this result of the test item and the reference compounds, the test item should be highly permeable. SCCS comment: the study report is extremely poor. however, it can be inferred from the results of the study that penetration of HEPB through the caco-2 monolayer is high. ref.: 9";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;417;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;the plasma toxicokinetic profile of hc yellow n° 9 was investigated after single oral administration (gavage) to cd1 mice. given the aim of the present study, the experimental conditions used (animal species, strain, age, dose-level, route, vehicle, dosage volume, dosage form preparation) were similar to those used in the mouse micronucleus test. twenty-four male and twenty-four female cd1 mice (about 6 weeks old) were placed into a single group and were treated once by oral administration (gavage) with the test item, hc yellow n° 9 at the dose level 100 mg/kg bw. the test item was given as a suspension in 0.5% carboxymethylcellulose in a volume of 10 ml/kg. blood samples were collected from the animals (three animals/sex/time point) as follows: 0, 0.25, 0.5, 1, 2, 3, 4, 8 and 24 hours, post-gavage. the plasma was analysed for test item levels by a hplc/uv method. following oral administration of the test item at a nominal dose level of 100 mg/kg in 0.5% carboxymethylcellulose (at 10 ml/kg) to cd1 mice, the mean (n = 3) (± standard deviation) plasma levels increased quickly to a maximum (Cmax) at 0.25 hour (tmax) postgavage (2.36 ± 0.71 and 3.2 ± 1.62 μg/mL for males and females, respectively). thereafter, levels decreased in a regular manner until the last quantifiable time-point at 4 hours for both sexes (0.385 ± 0.13 and 0.230 ± 0.22 μg/mL for males and females, respectively). the limit of quantification was 0.2 μg/ml. exposure to the test item, as estimated by the areas under the curve (AUC0-t and AUC0-∞), calculated using the loglinear trapezoidal rule (non-compartmental pharmacokinetics), were 3.02 and 4.08 μg/ml*h, respectively, for males and 3.79 and 4.18 μg/ml*h, respectively, for females (% of AUC extrapolated ≥ 20%). the terminal half-life (t1/2z), was 1.90 h for males and 1. 18 h for females. the study showed that the animals were systemically exposed to hc yellow n° 9 following oral administration at the dose level 100 mg/kg bw in 0.5% carboxymethylcellulose. the test item was above quantifiable limits (0.2 µg/mL) in the plasma until 4 hours post-dosing for both sexes, the plasma levels were characterized by a fast absorption phase and the Cmax was reached at 0.25 hour post-gavage. ref.: 11 (subm. 3) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;417;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;highest mean observed concentration (Cmax) was similar for both males and females and increased proportionally with an increase in dose. Cmax was observed between 0.40 and 0.60 h post dose, suggesting a rapid absorption of the test material following the oral dose. plasma radioactivity concentrations declined but were still detectable at 72 h post dose for both groups. systemic exposure based on AUC(0-∞) was slightly higher for females as compared to males and increased proportionally with an increase in dose. mean terminal elimination half life (T1/2) was similar for both sexes and ranged from 11.3 to 14.2 h.;;;;;;;5.0 +/- 0.3;;;98.9 [ring-14C(U)]-toluene-2,5-diamine sulfate and non-radiolabelled toluene-2,5-diamine sulfate: 99.5;;CFQ40808, Batch B1- [ring-14C(U)]-toluene-2,5-diamine sulfate and  R0022279 – (Non-radiolabelled toluene-2,5-diamine sulfate);;[ring-14C(U)]-toluene-2,5-diamine sulfate;;rat/sprague-dawley;;;f & m;;12;;5 mg/kg and 10 mg/kg (containing approximately 100 µCi of radioactivity per dose);single administration;;yes, gavage ;;;;blood;"0.25, 0.5, 1, 2, 4, 8, 24,
48, and 72 h";reverse osmosis deionized water;male and female animals (6 per sex per dose) were administered an oral gavage dose of [14C]-toluene-2-5-diamine sulfate. Blood samples were collected at regular intervals over a 72-hour period, and radioactivity was measured in plasma. Toxicokinetic parameters including AUC(0-∞) were calculated from the plasma concentration versus time profiles.Toluene-2,5-diamine sulfate was rapidly absorbed following an oral dose, with a Tmax of approximately 0.5 hr. Cmax values corresponding to a dose of 10 mg/kg bw were 12.6 + 1.11 μgeq x h/ml and 13.3 + 0.984 μgeq x h/ml in males and females, respectively. Mean plasma AUC(0-∞) values corresponding to a dose of 10 mg/kg bw were 41.0 + 3.30 μgeq x h/ml and 51.6 μgeq x h/ml in males and females, respectively. The overall mean plasma AUC(0-∞) for males and females combined was 46.3 μgeq x h/ml, and this value was used by the applicant in the proposed toxicokinetics based MoS calculation.;2010;yes;14 (subm III);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;in vitro. the bioavailability of hc yellow n° 13 (batch: 97/92/1094, purity: 99.9 area%)(test concentration: 10 µM in hbss buffer containing 1 % dmso) across the intestinal barrier was investigated in human intestinal epithelial (tc-7) cells in vitro in 2 independent experiments. permeability from the apical (a, pH 6.5) to the basolateral (b, pH 7.4) side was investigated at 37 °C in 96-well transwell plates with shaking for a 60 min contact time. analysis was done by means of hplc-ms/ms and the apparent permeability coefficient (Papp) was calculated for two independent experiments. only monolayers revealing a permeability of < 2.5 x 10^-6 cm/sec were used. according to the laboratory’s classification system, a low permeability is considered for test items revealing a Papp < 2 x 10^-6 cm/sec. a Papp of 2 - 20 x 10^-6 cm/sec and a Papp ≥ 20 x 10^-6 cm/sec classify a substance to have a moderate and a high permeability, respectively. total recovery for the reference substances and hc yellow n° 13 ranged from 73 to 162 %. for hc yellow n° 13 a Papp of 82.6 x 10^-6 cm/sec (86.7 and 78.5 x 10-6 cm/sec) was determined and thus the test substance was classified to be of high permeability, indicating a good absorption from the gastrointestinal tract. a mean permeability in human intestinal epithelial (tc-7) cells of 82.6 x 10^-6 cm/sec was obtained with HC Yellow n° 13 which classifies the test item to be of high permeability. as the absorption across the intestinal epithelium is considered to be the limiting factor of the uptake through the gastro-intestinal tract, the high permeability observed in this assay indicates agood absorption of hc yellow n° 13 after oral administration. ref.: 30. the study was not performed under glp conditions, but a statement of the quality assurance unit of the test facility is included. there is no official guideline for this assay.however, the study was performed according to ECVAM recommendations. the generated data is considered to provide an estimation of the bioavailability of hc yellow n° 13 after oral administration. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;427;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"in vivo study in rats. species: rat/ sprague dawley him: ofa; group sizes: 3 males and 3 females; route: topical and oral; material: 14C- hc yellow n° 13 at 2.5 % in formulations with and without hydrogen peroxide, and in water/dmso (1:2); batch: az2Ì2; purity: 99.8 % (hplc at 210 nm); application route: experiments a, b, c: dermal; experiments d, e: oral; dose levels: exp. a: formulation without H2O2: 2.5 %; 2.23 mg/cm²; exp. b: formulation with H2O2; 2.5 %; 2.72 mg/cm²; exp. c: solution in water/dmso (1:2); 8.33 %; 2.85 mg/cm²; exp. d: solution in water/dmso (1:2); 2.5 %; 122.2 mg/kg bw; exp, e: solution in water/dmso (1:2); 2.5 %; 127.1 mg/kg bw; treatment: exp. a, b, c: single dermal application for 30 min; exp. d, e: single oral administration (gavage); glp: in compliance. dermal application (experiments a, b and c)14C- hc yellow n° 13 was applied dermally to groups of 3 male and 3 female rats (body weight about 200 g). the application area was 9 cm2 and the test substance was applied at concentrations of 8.33 % in solution (water/dmso 1:2, experiment c) and of 2.5 % informulations without (experiment a) and with hydrogen peroxide (experiment b) for 30 min. the mean amount of the applied dyestuff corresponded to 9.68, 2.90 and 2.51 µg/cm2,respectively. after treatment the test substance was scraped off and the skin rinsed with a shampoo formulation followed by water until the rinsing water was free from colour. rinsing solutions were collected. during the exposure time, animals were constrained to avoid licking. after rinsing, the area was covered with gauze fixed by adhesive tape and an additional air permeable plastic cone to further prevent licking of the treated area during the 72 ħ in themetabolism cages. oral administration (d and e):5 mg/kg bw, 14C- hc yellow n° 13 was administered as a 2.5 % solution in water/dmso 2:1 by gavage to two groups of 3 male and 3 female rats each which were starved for 16 hours before treatment. in experiment d animals were placed in metabolism cages for 72 h. in experiment e, blood was taken at several time points within 24 h after administration. during the studies, blood was taken from the retrobulbar venous plexusunder light ether anaesthesia. at termination of the experiment, blood samples were taken from the aorta.urine and faeces were collected daily (0-24, 24-48 and 48-72 h after administration) from the metabolism cages. animals were killed 72 hours (a, b, c, and d) and 24 hours (e) after the application and the application sites (a, b and c) as well as some organs were taken and analysed for radioactivity. the radioactivity in the remaining carcass after skin removal (a, b, c and d) or removal of the gastro-intestinal tract (d) was also determined. results: total recovery of the applied radioactivity for the individual animals in the experimentsranged from 98.0 to 99.2 % in the dermal groups and 98.73 % in the oral group d. the 14C-content of the gastro-intestinal tract in experiment d was not determined. dermal application seventy two hours after application, the amount of radioactivity remaining at the applicationsite (skin) was less than 0.15 % for all three experiments. The highest value (0.15 % of theapplied dose) was noted for the formulation with hydrogen peroxide (experiment B). For theformulation without H2O2 (A) and with the DMSO/water solution (C), the figures were 0.121and 0.146 %. The majority of the dyestuff was removed by rinsing 30 min after theapplication. 97.8 to 98.68 % of the applied dose was found in the washing water.0.128 %, 0.091 % and 0.336 % of the applied doses were eliminated via urine and faeceswithin 72 h in experiment A, B and C, respectively. The lowest absorption rate was obtainedfor the formulation containing H2O2. Radioactivity was mainly excreted via urine (63 - 75 % ofthe amounts eliminated, equal to 62 - 74 % of the amounts absorbed) and to a lowerextent via faeces (25-37 % of the amounts eliminated). 81 - 89 % of the total amounteliminated was excreted within the first 24 hours.The radioactivity remaining in the carcass (0.0024 to 0.0033 % of the administered and 1.0to 1.8 % of the adsorbed dose) was below or near the detection limit in experiments A, B andC. Residues in organs were mostly below the detection limit, with highest concentrations notedfor thyroids, adrenals and fat.Based on these results, the amount cutaneously absorbed was 0.121 % (equal to 2.90 µg/cm2)for the formulation without H2O2, 0.15 % (equal to 2.50 µg/cm2) for the formulation with H2O2and 0.147 % (equal to 9.68 µg/cm2) for the pure dyestuff in water/dmso. oral application: after oral application, 14C- hc yellow n° 13 was mainly eliminated via urine (82 % of the applieddose within 72 h) and to a minor extent via the faeces (1 %). elimination was fast as themain part was excreted within the first 24 hours (87 %). the radioactivity found in tissues 72h after administration was generally very low (less than 0.003 % of the applied dose per gorgan), with higher values noted in fat, liver and skin. in experiment r the blood level reached a peak at 120 min after application and declined with an initial half-life of 1 h. conclusion: hc yellow n° 13 given orally to rats is quickly absorbed and excreted within 72 h, with themajority eliminated within 24 h after application. excretion takes place predominantly (82 %) via urine and to a minor extent via faeces, demonstrating a good bioavailability after oral application, which is in line with findings obtained in vitro. the observed excretion pattern after dermal application is similar to the one observed for the oral route, with the majority excreted via urine within 24 hours after administration. the amount cutaneously absorbed was 0.121 % (equal to 2.90 µg/cm²) for the formulation without H2O2, 0.15 % (equal to 2.50 µg/cm²) for the formulation with H2O2 and 0.147 % (equal to 9.68 µg/cm²) in water/dmso. low tissue residue levels were noted for both routes of exposure (dermal or oral), indicating that bio-accumulation would not be expected. the remaining radioactivity in the skin after dermal application was also low (less than 1 % of the applied
dose). ref.: 31 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;417;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"toxicokinetics after oral dosing. species/strain: rat, wistar han. group size: group 1, plasma kinetics: 9 males, 9 females group 2, excretion: 3 males, 3 females. test substance: 14C-imexine oax, c6666 ag [U-Ring-14C]. batch: lot 98218a. purity >97%. dose: 100 mg/kg bw (1.85 MBq/kg), gavage. observation period: group 1: 1 – 72 h post-gavage. group 2: daily until 168 h post-gavage. glp: statement included. a single dose of the test substance (100 mg/kg bw; gavage) was applied to 9 male and 9 female rats in group 1 (plasma pharmacokinetics) and to 3 males and 3 females in group 2 (excretion balance). in group 1 blood samples were collected at 1, 2, 4, 6, 8, 24, and 72 hours post-gavage. in group 2 urine, faeces and cage-wash were collected pre-dose, and then daily until 168 hours post-gavage; organs/tissues were not analysed as the radioactivity was almost completely eliminated within test period. results. only a small fraction of the test substance was absorbed; absorption based on data for urine excretion plus cage wash was 5.3% of the applied dose (2.6 – 14.7 %). the test substance, however, was rapidly absorbed (plasma Cmax was reached after 1-2 h). the excretion was rapid and almost complete (t1/2 1.9 h and 2.3 h in males and females, respectively). the radioactivity was mainly eliminated via faeces (>70% within 24 h). the total excretion for urine and faeces were 2.5 and 95.4%, respectively, for males and 3.7 and 88.6 %, respectively, for females. ref.: 22. comment on bioavailabiliy: from the toxicokinetics study after oral dosing, an oral absorption rate of 5.3%, based on urinary excretion, may be deduced. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;/;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"toxicokinetics after cutaneous application. species/strain: rat, wistar han. group size: group 1, plasma kinetics: 9 males, 9 females group 2, excretion: 3 males, 3 females. test substance: 14C-imexine oax, c 6666 ag [U-Ring-14C]. batch: lot 98218A. purity: 98.4%. dose: 25 mg/kg bw in water (2.2 MBq/kg), 30 min, over 10% of body surface area. observation period: group 1: 1 – 72 h post-application group 2: daily until 168 h post-application. GLP: statement included. study date: september 1999. a single dose of the test substance (25 mg/kg bw) was applied to 9 male and 9 female rats in group 1 (plasma pharmacokinetics) and to 3 males and 3 females in group 2 (excretion balance). in group 1 blood samples were collected at 1, 2, 4, 6, 8, 24, and 72 hours postapplication. in group 2 urine, faeces and cage-wash were collected pre-dose, and then daily until 168 hours post-application; organs/tissues were not analysed as the radioactivity was almost completely eliminated within test period. results. following topical application (25 mg/kg bw, 30 min) the radioactivity in all plasma samples was below quantifiable limits (80% within 72 h). ref.: 23. the amount (%) of the applied dose that may be considered as being systemically available (urine, faeces, cage wash and that remaining in stripped skin) was 0.643 ± 0.24% (range 0.488 – 0.92%) in the male rats and 0.579 ± 0.082 (range 0.498 – 0.663%) in the female rats. the mean of the six experiments was 0.61 ± 0.16%. comment on bioavailability: the data of the toxicokinetics study after dermal application, on the other hand, demonstrate a considerable proportion of biliary excretion. a complete kinetic study after multiple oral doses and data on possible metabolites are not available. the sccs therefore assumes 10 % oral bioavailability as worst case.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;427;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toluene-2,5-diamine and its sulfate;417;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_052.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sodium perborate;;https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_031.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
phenylene bis-diphenyltriazine;;https://ec.europa.eu/health/sites/health/files/scientific_committees/consumer_safety/docs/sccs_o_215.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methylimidazoliumpropyl p-phenylenediamine HCl ;non OECD;https://ec.europa.eu/health/sites/health/files/scientific_committees/consumer_safety/docs/sccs_o_231.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
